P1,P2,P3,P4,P4.1,P5,P5.1,P5.2,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,Resultado
2,1,2,0:55:00,1,1,0,0,6,0:04:00,21111,1,1,1,1,3,1,11,111,1,1,121,1,1,0,4,25,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,5,0:04:00,21111,1,1,1,2,3,1,11,111,1,1,112,1,0,0,0,45,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:25:00,1,1,0,0,7,0:02:30,21111,1,1,1,1,3,1,11,111,1,1,221,1,0,0,0,17,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:20:00,1,1,0,0,1,0:03:00,21111,0,0,1,1,3,1,11,111,1,1,122,1,0,0,0,29,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:20:00,1,1,0,0,2,0:04:00,21111,0,0,1,1,3,1,11,111,1,1,212,1,0,0,0,26,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:50:00,1,1,0,0,3,0:03:00,21111,1,1,1,1,3,1,11,111,1,1,222,1,0,0,0,26,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:25:00,1,1,0,0,4,0:02:00,21111,1,1,1,1,3,1,11,111,1,1,221,1,0,0,0,29,1111111111,1,0,0,1,1,1,1,2,1,,,,,,,3
2,1,3,0:20:00,1,1,0,0,1,0:01:00,21111,1,0,1,1,3,1,12,111,1,1,122,1,0,0,0,28,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,0:55:00,1,1,0,0,3,0:03:30,21111,1,2,1,1,3,1,11,111,1,1,212,1,0,0,0,30,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,4,0:03:30,21111,2,2,1,1,3,1,11,111,1,1,222,1,0,0,0,30,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,0:45:00,1,1,0,0,3,0:01:30,21111,2,2,1,1,3,1,11,111,1,1,211,1,0,0,0,32,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,0,0,0,3,0:00:30,21111,2,1,1,1,3,1,11,111,1,1,121,1,0,0,1,50,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,0:50:00,1,1,0,0,5,0:02:30,21111,2,0,1,1,3,1,11,121,1,2,112,1,5,0,0,35,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,5,0:00:30,21111,1,0,1,1,3,1,11,211,1,1,221,1,0,0,0,57,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,0:50:00,1,1,0,0,5,0:04:00,21111,1,1,1,0,3,1,11,111,2,1,122,1,0,0,0,30,1111111211,2,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,7,0:01:30,21111,0,1,0,1,3,1,11,111,1,1,212,1,0,0,0,45,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,5,0:02:30,21111,0,0,0,1,3,1,11,111,1,1,222,1,0,0,0,30,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,3,0:01:00,21111,1,2,1,1,3,2,11,111,1,1,211,1,0,0,0,15,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:20:00,1,1,0,0,4,0:01:30,21111,1,2,1,1,1,1,11,111,1,1,121,1,0,0,0,53,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:50:00,1,1,0,0,4,0:02:00,21111,1,2,0,1,3,1,11,111,1,1,112,1,0,0,0,45,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:50:00,1,1,0,0,5,0:00:30,21111,1,1,2,1,3,1,11,111,1,1,221,1,0,0,0,53,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:25:00,1,1,0,0,5,0:04:00,21111,1,1,2,1,3,1,11,111,1,1,122,1,0,0,0,49,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:20:00,1,1,0,0,5,0:01:30,21111,1,1,1,1,3,1,11,111,1,1,212,1,0,0,0,27,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,6,0:01:30,21111,1,1,1,1,3,1,11,111,1,1,222,1,0,0,0,24,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:25:00,1,1,0,0,5,0:03:00,21111,1,1,2,1,3,1,12,111,1,1,211,1,0,0,0,50,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,0:55:00,1,1,0,0,6,0:01:30,21111,1,1,2,1,3,1,11,111,1,1,121,1,0,0,0,23,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,1:00:00,1,1,0,0,6,0:03:00,21111,1,1,2,1,3,1,11,111,1,1,112,1,0,0,0,48,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:35:00,1,1,0,0,8,0:02:30,21111,1,1,2,1,3,1,11,111,1,1,221,1,0,0,0,51,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:20:00,1,1,0,0,9,0:02:30,21111,1,1,1,1,3,1,11,111,1,1,122,1,0,0,0,49,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:45:00,1,1,0,0,6,0:02:00,21111,1,1,1,1,3,1,11,111,1,1,212,1,0,5,0,34,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:35:00,1,1,0,0,5,0:04:00,21111,1,1,1,1,3,1,11,111,1,1,222,1,0,0,0,20,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,3,0:45:00,1,1,0,0,7,0:02:00,21111,1,0,1,1,3,1,11,111,1,1,111,1,0,0,0,53,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,2:50:00,1,1,0,0,5,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,221,1,0,0,0,56,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:15:00,1,1,0,0,5,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,122,1,0,0,0,44,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:15:00,1,1,0,0,7,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,212,1,0,0,0,20,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:15:00,1,1,0,0,6,0:30:00,21111,1,2,1,1,3,2,11,111,1,1,222,1,0,0,0,46,1111111111,1,1,1,1,1,1,0,2,1,,,,,,,3
2,1,2,3:30:00,1,1,0,0,6,0:05:00,21111,2,2,1,1,3,1,11,111,1,1,211,1,0,0,0,25,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,2:10:00,1,1,0,0,4,0:10:00,21111,2,2,1,1,3,2,11,111,1,1,121,1,0,0,0,38,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:50:00,1,1,0,0,3,0:10:00,21111,2,1,1,1,2,1,11,111,1,1,112,1,0,0,0,35,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:40:00,1,1,0,0,3,0:05:00,21111,2,0,1,1,3,1,11,111,0,1,221,1,0,0,0,13,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,3:15:00,1,1,0,0,5,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,122,1,0,0,0,36,1111111111,1,1,2,1,1,0,1,2,1,,,,,,,3
2,1,2,1:15:00,1,1,0,0,5,0:05:00,21111,0,1,1,1,3,1,11,111,1,1,212,1,5,0,0,31,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:20:00,1,1,0,0,5,0:05:00,21111,0,1,1,1,3,1,11,111,1,1,222,1,0,0,0,67,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:20:00,1,1,0,0,13,0:15:00,21111,1,0,1,1,3,1,11,111,1,1,221,1,0,0,0,17,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:15:00,1,1,0,0,12,0:05:00,21111,1,2,0,1,3,1,11,111,1,1,122,1,4,2,0,46,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,2:00:00,1,1,0,0,7,0:05:00,21111,1,2,0,1,3,1,11,111,1,1,212,1,0,1,0,51,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:15:00,1,0,0,0,12,0:05:00,21111,1,2,1,1,3,1,11,211,1,1,222,1,0,1,1,17,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:20:00,1,1,0,0,11,0:10:00,21111,1,1,1,1,3,1,11,111,2,1,211,1,0,1,0,22,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:20:00,1,1,0,0,12,0:05:00,21111,0,1,0,1,3,1,11,111,1,0,121,1,0,1,0,48,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:10:00,1,1,0,0,7,0:05:00,21111,0,1,2,1,3,1,11,111,1,1,112,1,0,1,0,22,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,3:00:00,1,1,0,0,14,0:06:00,21111,1,1,2,1,3,1,11,111,1,1,221,1,0,1,0,68,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,2:15:00,1,1,0,0,6,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,122,1,0,1,0,43,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,2:30:00,1,1,0,0,4,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,212,1,0,1,0,17,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,2:10:00,1,1,0,0,3,0:15:00,21111,1,1,2,1,3,1,11,121,1,1,222,1,0,1,0,34,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:30:00,1,1,0,0,3,0:05:00,21111,1,1,2,1,3,1,11,111,1,1,211,1,0,1,0,41,1111111211,1,1,1,0,1,1,1,2,1,,,,,,,3
2,1,3,2:10:00,1,1,0,0,5,0:05:00,21111,1,1,2,2,3,1,11,111,1,1,121,1,0,1,0,37,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,3,2:50:00,1,1,0,0,5,0:05:00,21111,1,1,2,1,3,1,11,111,1,1,112,1,0,1,0,26,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,3,1:15:00,1,1,0,0,5,0:10:00,21111,1,1,1,1,3,1,11,111,1,1,221,1,2,0,0,24,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,3,1:15:00,1,1,0,0,2,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,122,1,0,0,0,50,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,3,1:20:00,1,1,0,0,2,0:05:00,21111,1,0,1,1,3,1,12,111,1,1,212,1,0,0,0,31,1111111211,0,1,1,1,1,1,1,2,1,,,,,,,3
2,1,3,4:40:00,1,1,0,0,9,0:06:00,21111,1,1,1,1,3,1,12,111,1,1,222,1,0,2,0,36,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,2:10:00,1,1,0,0,4,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,211,1,0,2,0,54,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:50:00,1,1,0,0,13,0:06:00,21111,1,0,1,1,3,1,11,111,1,1,121,1,0,2,0,27,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:15:00,1,1,0,0,14,0:05:00,21111,1,2,1,1,3,1,11,111,1,1,112,1,0,0,0,38,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,3:00:00,1,1,0,0,6,0:05:00,21111,1,2,1,1,3,1,11,111,1,1,221,1,0,0,0,35,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,4:10:00,1,1,0,0,12,0:05:00,21111,1,2,1,1,3,2,11,111,1,1,122,1,0,0,0,22,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,2:50:00,1,1,0,0,2,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,212,1,0,0,0,12,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,5:15:00,1,1,0,0,5,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,222,1,1,0,0,38,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:15:00,1,1,0,0,10,0:30:00,21111,1,0,1,1,3,1,11,111,1,1,111,1,1,0,0,33,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:05:00,1,1,0,0,6,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,211,1,1,0,2,22,1111111111,1,1,1,1,1,1,1,0,1,,,,,,,3
2,1,2,2:35:00,1,1,0,0,4,0:10:00,21111,1,0,1,1,3,1,11,111,1,1,121,1,1,0,0,35,1111111111,1,0,1,1,1,1,1,0,1,,,,,,,3
2,1,2,3:00:00,1,1,0,0,3,0:15:00,21111,2,2,1,1,3,1,11,111,1,1,112,1,1,0,0,17,1111111111,1,1,1,1,1,1,1,0,1,,,,,,,3
2,1,2,2:40:00,1,1,0,0,3,0:05:00,21111,2,2,1,1,3,1,11,111,1,1,211,1,1,0,0,35,1111111111,1,1,0,1,1,1,1,0,1,,,,,,,3
2,1,2,1:40:00,1,0,0,0,5,0:10:00,21111,2,2,0,1,3,1,11,111,1,1,121,1,1,0,0,41,1111111111,1,1,0,1,1,1,1,0,1,,,,,,,3
2,1,2,1:20:00,1,1,0,0,5,0:10:00,21111,2,1,0,1,3,1,11,111,1,1,112,1,1,0,0,70,1111111111,1,1,0,1,1,1,1,0,1,,,,,,,3
2,1,2,2:00:00,1,1,0,0,5,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,111,1,1,0,0,17,1111111211,1,1,0,1,1,1,1,0,1,,,,,,,3
2,1,2,2:20:00,1,1,0,0,2,0:10:00,21111,0,1,1,1,3,1,11,111,1,1,111,1,1,0,0,28,1111111211,1,1,1,1,1,1,1,0,1,,,,,,,3
2,1,3,1:35:00,1,1,0,0,4,0:05:00,21111,0,1,0,1,3,1,11,111,1,1,111,1,1,0,0,29,1111111111,1,1,2,1,1,1,1,0,1,,,,,,,3
2,1,3,1:05:00,1,1,0,0,1,0:05:00,21111,0,1,2,1,3,1,11,111,1,1,211,1,1,0,0,54,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,3
2,1,3,2:35:00,1,1,0,0,4,0:10:00,21111,0,1,2,1,3,1,11,111,2,1,121,1,1,0,0,40,1111111111,1,1,1,1,1,1,1,1,1,,,,,,,3
2,1,3,3:00:00,1,1,0,0,1,0:15:00,21111,1,1,1,1,3,1,11,111,1,1,112,1,1,0,0,46,1111111111,1,1,1,1,1,1,1,1,1,,,,,,,3
2,1,3,2:40:00,1,1,0,0,1,0:05:00,21111,1,1,1,1,3,1,11,221,1,1,211,1,1,0,0,69,1111111111,1,1,0,1,1,1,1,1,1,,,,,,,3
2,1,3,2:00:00,1,1,0,0,1,0:10:00,21111,1,1,2,1,1,1,11,111,1,1,121,1,0,3,0,33,1111111111,1,1,0,1,1,1,1,1,1,,,,,,,3
2,1,2,2:20:00,1,1,0,0,7,0:10:00,21111,1,1,2,1,3,1,11,111,1,1,112,1,0,0,0,50,1111111111,1,1,0,1,1,1,1,1,1,,,,,,,3
2,1,2,2:35:00,1,1,0,0,8,0:10:00,21111,1,1,2,1,3,1,11,111,1,1,111,1,0,3,0,30,1111111211,1,1,0,1,1,1,1,1,1,,,,,,,3
2,1,2,3:00:00,1,1,0,0,8,0:05:00,21111,1,0,2,1,3,1,11,111,1,1,111,1,2,0,0,17,1111111211,1,1,1,1,1,1,1,1,1,,,,,,,3
2,1,2,2:40:00,1,1,0,0,9,0:10:00,21111,1,0,1,1,3,1,11,111,1,1,111,1,2,0,0,22,1111111111,1,1,2,1,1,1,1,1,1,,,,,,,3
2,0,2,1:20:00,1,1,0,0,1,0:05:00,21111,1,1,1,1,3,1,11,211,1,1,211,1,0,0,0,31,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,0,2,2:00:00,1,1,0,0,1,0:10:00,21111,1,0,1,1,3,1,11,111,1,1,121,1,0,0,0,30,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,0,2,2:20:00,1,1,0,0,1,0:05:00,21111,1,2,1,2,3,1,11,111,1,1,112,1,0,0,0,16,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,0,2,1:35:00,1,1,0,0,1,0:05:00,21111,1,2,1,1,3,1,11,111,1,1,211,1,0,0,0,16,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,0,2,1:05:00,1,1,0,0,5,0:10:00,21111,1,2,1,1,3,1,11,111,1,0,121,1,0,0,0,49,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,0,2,2:35:00,1,1,0,0,5,0:15:00,21111,1,1,1,1,3,1,11,111,1,1,112,1,0,0,0,41,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,0,2,3:00:00,1,1,0,0,8,0:05:00,21111,1,0,1,1,3,1,12,121,1,1,111,1,0,0,0,21,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,0,2,2:40:00,1,1,0,0,7,0:10:00,21111,1,0,1,1,3,1,11,111,1,1,111,1,0,0,0,33,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,0,2,1:20:00,1,1,0,0,7,0:10:00,21111,1,1,1,1,3,1,11,111,1,1,111,1,0,0,0,30,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,9,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,221,1,0,0,0,27,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:20:00,1,1,0,0,3,0:15:00,21111,1,2,1,1,3,1,11,111,1,1,122,1,0,0,0,17,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,3,0:05:00,21111,1,2,1,1,3,2,11,111,1,1,212,1,0,0,0,27,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:25:00,1,1,0,0,10,0:05:00,21111,1,2,1,1,3,1,12,111,1,1,222,1,0,0,0,48,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,14,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,211,1,0,0,0,32,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,12,0:30:00,21111,1,1,0,1,3,1,11,111,1,1,121,1,0,0,0,24,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,13,0:05:00,21111,1,1,0,1,3,1,11,111,1,1,112,1,0,0,0,25,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,9,0:05:00,21111,1,1,1,1,2,1,11,111,0,1,221,1,0,0,0,50,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,12,0:15:00,21111,1,1,1,1,3,1,11,111,1,1,122,1,0,0,0,28,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,0:20:00,1,1,0,0,7,0:05:00,21111,1,1,0,1,3,1,11,111,1,1,212,1,0,0,0,52,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,11,0:05:00,21111,1,1,2,1,3,1,11,111,1,1,222,1,3,0,0,28,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,8,0:05:00,21111,1,1,2,1,3,1,11,111,1,1,221,1,0,0,0,35,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,0:35:00,1,1,0,0,10,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,122,1,3,0,3,43,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,14,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,212,1,0,0,0,51,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,1:00:00,1,1,0,0,9,0:05:00,21111,0,1,2,1,3,1,11,111,1,1,222,1,0,0,0,28,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,0:25:00,1,1,0,0,12,0:05:00,21111,0,0,2,1,3,1,11,111,1,1,211,1,0,0,0,22,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,1:00:00,1,1,0,0,11,0:20:00,21111,1,0,2,1,3,1,11,111,1,1,121,1,0,0,0,47,1111111211,1,1,0,1,1,1,0,2,1,,,,,,,3
2,1,3,0:25:00,1,1,0,0,10,0:05:00,21111,2,1,2,1,3,1,11,111,2,1,112,1,0,0,0,44,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,1:00:00,1,1,0,0,9,0:05:00,21111,2,1,1,1,3,1,11,111,1,1,221,1,0,0,0,49,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,1:00:00,1,1,0,0,11,0:10:00,21111,2,0,1,1,3,1,11,221,1,1,122,1,0,0,0,43,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,0:25:00,1,1,0,0,8,0:05:00,21111,2,2,1,1,3,1,11,111,1,1,212,1,0,0,0,43,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,13,0:05:00,21111,1,2,1,1,3,1,11,111,1,1,222,1,0,0,0,16,1111111211,1,1,0,1,1,0,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,14,0:05:00,21111,1,2,1,1,3,1,11,111,1,1,211,1,0,0,0,21,1111111211,2,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:35:00,1,1,0,0,9,0:15:00,21111,1,1,1,1,3,1,11,111,1,1,121,1,0,0,0,35,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,12,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,112,1,0,0,0,25,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,11,0:10:00,21111,1,0,1,1,3,1,11,111,1,1,221,1,0,4,0,39,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,0:35:00,1,1,0,0,10,0:10:00,21111,1,1,1,1,3,1,11,111,1,1,122,1,0,0,0,38,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,6,0:20:00,21111,1,1,1,1,3,2,11,111,1,1,212,1,0,0,0,35,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,5,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,222,1,0,0,0,43,1111111211,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,7,0:10:00,21111,1,2,1,1,3,1,11,111,1,1,211,1,0,6,0,35,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,0:50:00,1,1,0,0,1,0:20:00,21111,1,2,1,1,3,1,11,111,1,1,121,1,0,0,0,28,1111111211,1,0,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,2,0:05:00,21111,1,2,1,1,3,1,11,111,1,1,112,1,0,0,0,57,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,3,0:05:00,21111,1,1,1,1,3,1,12,211,1,1,221,1,0,0,0,58,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,4,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,122,1,0,0,0,26,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,0:20:00,1,1,0,0,1,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,212,1,0,0,0,28,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,3,0:05:00,21111,1,1,0,1,3,1,11,111,1,1,222,1,0,0,0,27,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:00:00,1,1,0,0,4,0:05:00,21111,1,1,0,1,3,1,11,111,1,1,111,1,0,0,0,42,1111111211,1,1,2,1,1,1,1,2,1,,,,,,,3
2,1,2,1:05:00,1,1,0,0,3,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,211,1,0,0,0,23,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,2:35:00,1,1,0,0,5,0:10:00,21111,0,1,0,1,3,1,11,111,1,1,121,1,0,0,0,77,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,2,3:00:00,1,1,0,0,5,0:05:00,21111,0,1,2,1,3,1,11,111,1,1,112,1,0,0,0,28,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,3
2,1,3,1:05:00,1,1,0,0,5,0:05:00,21111,1,1,2,1,3,1,11,111,2,1,211,1,0,1,0,47,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,2:35:00,1,1,0,0,7,0:10:00,21111,1,1,1,1,3,2,11,211,1,2,121,1,0,1,0,48,1111111111,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,3:00:00,1,1,0,0,5,0:15:00,21111,2,0,1,1,3,1,11,111,1,1,112,1,0,1,0,52,1111111111,0,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,2:00:00,1,1,0,0,3,0:05:00,21111,2,0,1,1,1,1,12,111,1,1,111,1,0,1,4,42,1111111211,1,1,0,1,1,1,1,2,1,,,,,,,3
2,1,3,2:20:00,1,1,0,0,4,0:10:00,21111,2,1,1,1,3,1,11,121,0,1,111,1,0,1,0,18,1111111211,1,0,1,1,1,1,1,2,1,,,,,,,3
2,1,3,1:35:00,1,1,0,0,4,0:10:00,21111,2,1,1,1,3,1,11,111,1,1,111,1,0,1,0,35,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,3
2,0,2,1:00:00,1,1,0,0,20,0:05:00,21111,1,1,1,1,3,1,11,111,0,1,221,1,0,0,0,27,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,4
2,0,2,0:25:00,1,1,0,0,21,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,122,1,0,0,0,38,1111111111,2,1,1,1,1,1,1,2,1,,,,,,,4
2,0,2,1:00:00,1,1,0,0,22,0:30:00,21111,1,1,1,1,3,1,11,111,1,1,212,1,0,0,0,35,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,4
2,0,2,1:00:00,1,1,0,0,23,0:05:00,21111,1,1,1,1,3,1,11,111,1,1,222,1,0,0,0,22,1111111111,1,1,1,1,1,1,1,2,1,,,,,,,4
2,0,2,1:00:00,4,1,0,0,29,0:05:00,21111,1,0,1,1,3,1,11,111,1,1,211,1,0,0,0,12,1111111111,1,1,2,1,1,1,1,2,1,,,,,,,4
